COD_2010,COD_2022
"221540301","221540301"
"221540302","221540313"
"221540302","221540314"
"221540303","221540303"
"221540304","221540304"
"221540305","221540315"
"221540305","221540305"
"221540306","221540306"
"221540307","221540307"
"221540307","221540309"
"221540307","221540302"
"221540308","221540308"
"221540309","221540312"
"221540310","221540310"
"221540311","221540316"
"221610101","221610101"
"221610102","221610104"
"221610102","221610102"
"221610103","221610103"
"221610201","221610201"
"221610201","221610204"
"221610202","221610202"
"221610203","221610203"
"221610301","221610306"
"221610301","221610307"
"221610301","221610301"
"221610302","221610302"
"221610303","221610303"
"221610304","221610304"
"221610305","221610305"
"221610401","221610401"
"221610402","221610402"
"221680101","221680505"
"221680101","221680504"
"221680102","221680112"
"221680103","221680110"
"221680104","221680106"
"221680105","221680102"
"221680106","221680503"
"221680107","221680501"
"221680107","221680502"
"221680107","221680101"
"221680108","221680507"
"221680109","221680509"
"221680110","221680111"
"221680111","221680105"
"221680112","221680104"
"221680112","221680103"
"221680113","221680506"
"221680114","221680510"
"221680114","221680511"
"221680115","221680108"
"221680115","221680109"
"221680116","221680508"
"221680117","221680107"
"221680201","221680201"
"221680202","221680202"
"221680203","221680203"
"221680204","221680204"
"221680205","221680205"
"221680206","221680206"
"221680207","221680207"
"221680301","221680301"
"221680302","221680302"
"221680303","221680303"
"221680304","221680304"
"221680305","221680305"
"221680306","221680306"
"221680307","221680307"
"221680308","221680308"
"221680309","221680316"
"221680309","221680309"
"221680309","221680313"
"221680309","221680314"
"221680309","221680318"
"221680309","221680317"
"221680310","221680312"
"221680310","221680315"
"221680310","221680311"
"221680310","221680310"
"221680401","221680401"
"221680402","221680402"
"221680403","221680403"
"221680404","221680404"
"221680405","221680405"
"221680406","221680406"
"221680407","221680407"
"221680408","221680408"
"221680409","221680409"
"221680409","221680410"
"260070101","260070101"
"260070201","260070201"
"260070202","260070202"
"260070301","260070307"
"260070301","260070410"
"260070301","260070401"
"260070301","260070301"
"260070301","260070407"
"260070301","260070408"
"260070301","260070406"
"260070301","260070310"
"260070301","260070405"
"260070301","260070409"
"260070301","260070403"
"260070301","260070402"
"260070301","260070902"
"260070301","260070404"
"260070302","260070302"
"260070303","260070303"
"260070303","260070311"
"260070304","260070304"
"260070304","260070306"
"260070304","260070308"
"260070304","260070309"
"260070304","260070305"
"260070401","260070609"
"260070401","260070608"
"260070401","260070610"
"260070402","260070607"
"260070403","260070606"
"260070403","260070605"
"260070404","260070604"
"260070405","260070602"
"260070405","260070603"
"260070406","260070509"
"260070407","260070507"
"260070408","260070508"
"260070409","260070601"
"260070410","260070504"
"260070411","260070505"
"260070412","260070506"
"260070412","260070503"
"260070413","260070502"
"260070414","260070501"
"260070501","260070701"
"260070501","260070712"
"260070502","260070702"
"260070503","260070703"
"260070504","260070704"
"260070505","260070705"
"260070506","260070713"
"260070506","260070706"
"260070507","260070707"
"260070508","260070708"
"260070509","260070709"
"260070510","260070714"
"260070510","260070710"
"260070511","260070711"
"260070601","260070801"
"260070601","260070802"
"260070602","260070803"
"260070603","260070804"
"260070604","260070805"
"260070605","260070806"
"260070605","260070807"
"260070606","260070808"
"260070607","260070809"
"260070608","260070811"
"260070608","260070810"
"260070609","260070812"
"260070609","260071206"
"260070610","260071204"
"260070610","260071205"
"260070611","260071203"
"260070612","260071202"
"260070612","260071201"
"260070613","260071211"
"260070613","260071212"
"260070614","260071210"
"260070614","260071209"
"260070615","260071207"
"260070615","260071208"
"260070701","260070901"
"260070702","260070903"
"260070703","260070904"
"260070704","260070906"
"260070704","260070905"
"260070705","260070907"
"260070705","260070908"
"260070706","260070909"
"260070707","260070910"
"260070707","260070911"
"260070708","260070912"
"260070709","260070913"
"260070710","260070914"
"260070711","260070915"
"260070712","260070916"
"260070801","260071101"
"260070802","260071103"
"260070802","260071102"
"260070803","260071010"
"260070804","260071001"
"260070804","260071009"
"260070805","260071003"
"260070805","260071002"
"260070806","260071004"
"260070806","260071005"
"260070807","260071006"
"260070808","260071007"
"260070809","260071008"
"260070810","260071106"
"260070810","260071107"
"260070811","260071105"
"260070811","260071104"
"260070812","260071109"
"260070812","260071110"
"260070813","260071111"
"260070813","260071108"
"260070901","260071301"
"260070902","260071311"
"260070902","260071302"
"260070903","260071303"
"260070903","260071312"
"260070904","260071304"
"260070905","260071305"
"260070906","260071306"
"260070907","260071307"
"260070907","260071313"
"260070908","260071308"
"260070908","260071314"
"260070909","260071309"
"260070910","260071310"
"260071001","260071401"
"260071002","260071402"
"260071002","260071414"
"260071002","260071415"
"260071003","260071403"
"260071004","260071404"
"260071004","260071416"
"260071005","260071405"
"260071006","260071406"
"260071007","260071407"
"260071007","260071417"
"260071008","260071408"
"260071009","260071409"
"260071010","260071410"
"260071010","260071418"
"260071011","260071411"
"260071012","260071412"
"260071013","260071413"
"260140101","260140101"
"260140102","260140102"
"260140103","260140103"
"260140104","260140105"
"260140105","260140106"
"260140106","260140109"
"260140106","260140108"
"260140107","260140104"
"260140108","260140107"
"260140201","260140201"
"260140202","260140202"
"260140203","260140203"
"260140204","260140204"
"260140205","260140205"
"260140207","260140207"
"260140208","260140208"
"260140209","260140209"
"260140301","260140301"
"260140302","260140302"
"260140303","260140303"
"260140304","260140304"
"260140305","260140305"
"260140306","260140306"
"260140307","260140307"
"260140401","260140401"
"260140501","260140501"
"260140601","260140601"
"260140701","260140701"
"260140702","260140702"
"260140703","260140703"
"260140704","260140704"
"260140705","260140705"
"260140801","260140801"
"260140802","260140802"
"260140803","260140803"
"260140803","260140806"
"260140804","260140805"
"260140804","260140804"
"260140901","260140903"
"260140901","260140905"
"260140901","260140901"
"260140901","260140904"
"260140901","260140906"
"260140902","260140902"
"260140903","260140909"
"260140903","260140908"
"260140903","260140907"
"260140904","260140914"
"260140904","260140913"
"260140905","260140910"
"260140906","260140911"
"260140906","260140912"
"260141001","260141001"
"260141002","260141002"
"260141003","260141003"
"260141004","260141004"
"260141004","260141005"
"260141101","260141101"
"260141102","260141102"
"260141103","260141103"
"260141103","260141104"
"260141104","260141105"
"260141104","260141106"
"260210101","260210101"
"260210102","260210102"
"260210103","260210103"
"260210104","260210104"
"260210201","260210201"
"260210202","260210202"
"260210203","260210203"
"260210204","260210204"
"260210204","260210205"
"260210301","260210301"
"260210302","260210302"
"260210401","260210401"
"260210402","260210403"
"260210402","260210402"
"260210403","260210404"
"260210404","260210405"
"260210404","260210503"
"260210405","260210502"
"260210405","260210501"
"260210406","260210504"
"260210406","260210505"
"260210407","260210407"
"260210407","260210406"
"260210408","260210409"
"260210408","260210408"
"260210409","260210507"
"260210410","260210506"
"260210411","260210509"
"260210412","260210508"
"260210413","260210510"
"260210413","260210511"
"260210414","260210410"
"260210502","260210801"
"260210503","260210803"
"260210505","260210903"
"260210506","260210904"
"260210506","260210910"
"260210507","260210912"
"260210508","260210911"
"260210509","260210909"
"260210510","260210905"
"260210511","260210902"
"260210511","260210808"
"260210512","260210906"
"260210512","260210809"
"260210513","260210907"
"260210513","260210908"
"260210513","260210914"
"260210514","260210814"
"260210514","260210813"
"260210514","260210913"
"260210515","260210812"
"260210515","260210811"
"260210516","260210810"
"260210517","260210807"
"260210518","260210805"
"260210518","260210806"
"260210601","260210701"
"260210602","260210702"
"260210602","260210707"
"260210602","260210703"
"260210602","260210705"
"260210602","260210706"
"260210602","260210704"
"260210603","260210716"
"260210604","260210708"
"260210605","260210709"
"260210605","260210710"
"260210606","260210711"
"260210607","260210713"
"260210607","260210714"
"260210608","260210715"
"260210608","260210712"
"260210609","260211002"
"260210609","260211003"
"260210609","260211001"
"260210610","260211006"
"260210610","260211005"
"260210611","260211008"
"260210611","260211007"
"260210612","260211009"
"260210612","260211010"
"260210613","260211011"
"260210614","260211012"
"260210614","260211004"
"260210615","260211014"
"260210615","260211013"
"260210701","260210601"
"260210702","260210605"
"260210702","260210604"
"260210702","260210602"
"260210702","260210603"
"260210703","260210606"
"260210704","260210608"
"260210704","260210607"
"260210705","260210609"
"260210706","260211102"
"260210706","260211101"
"260210707","260211103"
"260210708","260211110"
"260210708","260211104"
"260210708","260211109"
"260210709","260211108"
"260210710","260211105"
"260210711","260211106"
"260210712","260211107"
"260210801","260211201"
"260210802","260211203"
"260210802","260211202"
"260210803","260211301"
"260210804","260211302"
"260210805","260211303"
"260210806","260211304"
"260210807","260211305"
"260210807","260211306"
"260210808","260211309"
"260210809","260211310"
"260210810","260211308"
"260210810","260211210"
"260210811","260211307"
"260210812","260211204"
"260210813","260211205"
"260210814","260211208"
"260210814","260211209"
"260210815","260211206"
"260210815","260211207"
"260210901","260211501"
"260210901","260211502"
"260210902","260211503"
"260210903","260211505"
"260210903","260211504"
"260210904","260211506"
"260210905","260211507"
"260210906","260211508"
"260210907","260211509"
"260210908","260211510"
"260210908","260211511"
"260210909","260211515"
"260210910","260211516"
"260210911","260211518"
"260210911","260211517"
"260210912","260211514"
"260210913","260211513"
"260210914","260211512"
"260211001","260211602"
"260211001","260211601"
"260211002","260211603"
"260211002","260211604"
"260211003","260211605"
"260211003","260211606"
"260211004","260211607"
"260211005","260211608"
"260211006","260211609"
"260211007","260211610"
"260211008","260211611"
"260211009","260211612"
"260211010","260211617"
"260211011","260211618"
"260211012","260211615"
"260211012","260211616"
"260211013","260211614"
"260211013","260211613"
"260211101","260211401"
"260211102","260211402"
"260211103","260211403"
"260211104","260211404"
"260211105","260211405"
"260211106","260211406"
"260211107","260211409"
"260211107","260211407"
"260211108","260211408"
"260211108","260211410"
"260211109","260211704"
"260211110","260211701"
